Staff_ID,Hospital_ID,Department_ID,Job_Role,Staff_Type,Years_Experience,Shift,Employment_Type,Performance_Rating,Status
S01943,H005,D0090,Nurse,Clinical,16,Morning,Full-Time,4.8,Active
S01944,H005,D0090,Doctor,Clinical,1,Night,Part-Time,4.0,Active
S01945,H005,D0090,Pharmacist,Clinical Support,13,Night,Part-Time,3.8,Active
S01946,H005,D0090,Technician,Clinical Support,19,Morning,Part-Time,4.8,Active
S01947,H005,D0091,Pharmacist,Clinical Support,19,Morning,Full-Time,4.5,Active
S01948,H005,D0091,Technician,Clinical Support,12,Night,Part-Time,4.3,Active
S01949,H005,D0091,Technician,Clinical Support,2,Night,Part-Time,4.9,Active
S01950,H005,D0091,Procurement Officer,Non-Clinical,8,Morning,Part-Time,3.1,Active
S01951,H005,D0091,Maintenance Engineer,Non-Clinical,12,Night,Full-Time,4.4,Active
S01952,H005,D0091,Procurement Officer,Non-Clinical,5,Evening,Part-Time,4.9,Active
S01953,H005,D0091,Nurse,Clinical,9,Morning,Full-Time,3.0,Active
S01954,H005,D0091,Maintenance Engineer,Non-Clinical,3,Night,Part-Time,3.8,Active
S01955,H005,D0091,Administrator,Non-Clinical,3,Night,Full-Time,4.8,Active
S01956,H005,D0091,Nurse,Clinical,14,Evening,Part-Time,4.0,Active
S01957,H005,D0091,Administrator,Non-Clinical,13,Night,Part-Time,4.5,Active
S01958,H005,D0091,Maintenance Engineer,Non-Clinical,3,Morning,Part-Time,4.6,Active
S01959,H005,D0091,Technician,Clinical Support,7,Night,Part-Time,4.4,Active
S01960,H005,D0091,Doctor,Clinical,6,Evening,Full-Time,3.2,Active
S01961,H005,D0091,Maintenance Engineer,Non-Clinical,14,Night,Part-Time,4.3,Active
S01962,H005,D0092,Nurse,Clinical,6,Evening,Full-Time,4.4,Active
S01963,H005,D0092,Nurse,Clinical,16,Morning,Full-Time,3.9,Active
S01964,H005,D0092,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,3.1,Active
S01965,H005,D0092,Nurse,Clinical,7,Evening,Part-Time,3.9,Active
S01966,H005,D0092,Administrator,Non-Clinical,4,Night,Full-Time,3.2,Active
S01967,H005,D0092,Doctor,Clinical,13,Morning,Part-Time,3.1,Active
S01968,H005,D0092,Doctor,Clinical,19,Morning,Part-Time,4.0,Active
S01969,H005,D0092,Maintenance Engineer,Non-Clinical,4,Morning,Full-Time,3.5,Active
S01970,H005,D0092,Doctor,Clinical,19,Morning,Full-Time,3.4,Active
S01971,H005,D0092,Maintenance Engineer,Non-Clinical,1,Evening,Part-Time,4.9,Active
S01972,H005,D0092,Pharmacist,Clinical Support,11,Night,Part-Time,3.7,Active
S01973,H005,D0092,Procurement Officer,Non-Clinical,11,Evening,Full-Time,4.9,Active
S01974,H005,D0092,Procurement Officer,Non-Clinical,13,Evening,Full-Time,5.0,Active
S01975,H005,D0092,Maintenance Engineer,Non-Clinical,11,Morning,Full-Time,3.9,Active
S01976,H005,D0092,Procurement Officer,Non-Clinical,13,Night,Full-Time,3.1,Active
S01977,H005,D0092,Doctor,Clinical,17,Evening,Full-Time,3.7,Active
S01978,H005,D0092,Administrator,Non-Clinical,16,Night,Part-Time,4.3,Active
S01979,H005,D0092,Doctor,Clinical,11,Morning,Part-Time,4.7,Active
S01980,H005,D0092,Maintenance Engineer,Non-Clinical,11,Night,Part-Time,3.5,Active
S01981,H005,D0092,Pharmacist,Clinical Support,13,Night,Full-Time,3.7,Active
S01982,H005,D0092,Pharmacist,Clinical Support,4,Night,Part-Time,3.6,Active
S01983,H005,D0092,Nurse,Clinical,5,Night,Full-Time,3.3,Active
S01984,H005,D0092,Maintenance Engineer,Non-Clinical,3,Evening,Part-Time,3.3,Active
S01985,H005,D0092,Pharmacist,Clinical Support,4,Evening,Full-Time,3.5,Active
S01986,H005,D0092,Nurse,Clinical,3,Morning,Part-Time,5.0,Active
S01987,H005,D0093,Nurse,Clinical,11,Evening,Part-Time,3.4,Active
S01988,H005,D0093,Technician,Clinical Support,16,Night,Full-Time,4.3,Active
S01989,H005,D0093,Administrator,Non-Clinical,16,Morning,Part-Time,4.7,Active
S01990,H005,D0093,Administrator,Non-Clinical,20,Morning,Part-Time,3.8,Active
S01991,H005,D0093,Procurement Officer,Non-Clinical,13,Night,Part-Time,4.6,Active
S01992,H005,D0093,Nurse,Clinical,9,Morning,Part-Time,3.2,Active
S01993,H005,D0093,Doctor,Clinical,11,Night,Full-Time,4.5,Active
S01994,H005,D0093,Doctor,Clinical,19,Evening,Full-Time,4.7,Active
S01995,H005,D0093,Pharmacist,Clinical Support,19,Night,Full-Time,3.6,Active
S01996,H005,D0093,Administrator,Non-Clinical,18,Morning,Part-Time,5.0,Active
S01997,H005,D0093,Technician,Clinical Support,12,Night,Full-Time,4.0,Active
S01998,H005,D0093,Administrator,Non-Clinical,19,Morning,Full-Time,3.8,Active
S01999,H005,D0094,Maintenance Engineer,Non-Clinical,15,Evening,Full-Time,4.6,Active
S02000,H005,D0094,Technician,Clinical Support,8,Evening,Part-Time,3.3,Active
S02001,H005,D0094,Technician,Clinical Support,5,Night,Full-Time,4.2,Active
S02002,H005,D0094,Technician,Clinical Support,17,Night,Full-Time,3.5,Active
S02003,H005,D0094,Maintenance Engineer,Non-Clinical,19,Evening,Full-Time,4.0,Active
S02004,H005,D0094,Procurement Officer,Non-Clinical,13,Morning,Part-Time,3.3,Active
S02005,H005,D0094,Procurement Officer,Non-Clinical,7,Night,Full-Time,4.4,Active
S02006,H005,D0094,Doctor,Clinical,6,Evening,Part-Time,3.6,Active
S02007,H005,D0094,Maintenance Engineer,Non-Clinical,6,Morning,Part-Time,3.7,Active
S02008,H005,D0094,Procurement Officer,Non-Clinical,16,Evening,Part-Time,3.8,Active
S02009,H005,D0094,Administrator,Non-Clinical,10,Evening,Full-Time,4.4,Active
S02010,H005,D0094,Administrator,Non-Clinical,13,Morning,Full-Time,3.6,Active
S02011,H005,D0094,Maintenance Engineer,Non-Clinical,19,Morning,Part-Time,3.9,Active
S02012,H005,D0094,Nurse,Clinical,19,Morning,Part-Time,4.4,Active
S02013,H005,D0094,Technician,Clinical Support,5,Morning,Full-Time,4.6,Active
S02014,H005,D0094,Nurse,Clinical,1,Evening,Full-Time,4.4,Active
S02015,H005,D0094,Maintenance Engineer,Non-Clinical,5,Evening,Part-Time,4.4,Active
S02016,H005,D0094,Nurse,Clinical,2,Morning,Part-Time,4.9,Active
S02017,H005,D0094,Nurse,Clinical,2,Morning,Part-Time,4.2,Active
S02018,H005,D0094,Nurse,Clinical,13,Morning,Full-Time,3.2,Active
S02019,H005,D0094,Pharmacist,Clinical Support,16,Evening,Full-Time,4.3,Active
S02020,H005,D0094,Pharmacist,Clinical Support,3,Evening,Part-Time,3.6,Active
S02021,H005,D0094,Procurement Officer,Non-Clinical,15,Evening,Full-Time,3.2,Active
S02022,H005,D0094,Doctor,Clinical,4,Evening,Full-Time,3.0,Active
S02023,H005,D0094,Administrator,Non-Clinical,19,Evening,Part-Time,4.4,Active
S02024,H005,D0094,Doctor,Clinical,19,Morning,Part-Time,4.0,Active
S02025,H005,D0094,Procurement Officer,Non-Clinical,14,Evening,Full-Time,3.2,Active
S02026,H005,D0094,Doctor,Clinical,18,Morning,Part-Time,4.6,Active
S02027,H005,D0094,Doctor,Clinical,13,Night,Part-Time,3.1,Active
S02028,H005,D0095,Administrator,Non-Clinical,4,Morning,Full-Time,3.4,Active
S02029,H005,D0095,Administrator,Non-Clinical,6,Morning,Part-Time,4.6,Active
S02030,H005,D0095,Doctor,Clinical,2,Morning,Full-Time,4.3,Active
S02031,H005,D0095,Doctor,Clinical,18,Evening,Full-Time,3.2,Active
S02032,H005,D0095,Doctor,Clinical,17,Evening,Part-Time,4.9,Active
S02033,H005,D0095,Nurse,Clinical,14,Night,Full-Time,3.5,Active
S02034,H005,D0095,Doctor,Clinical,17,Evening,Part-Time,3.3,Active
S02035,H005,D0095,Pharmacist,Clinical Support,11,Night,Part-Time,4.2,Active
S02036,H005,D0095,Administrator,Non-Clinical,7,Night,Full-Time,4.3,Active
S02037,H005,D0095,Doctor,Clinical,8,Morning,Full-Time,3.3,Active
S02038,H005,D0095,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,4.2,Active
S02039,H005,D0095,Technician,Clinical Support,5,Night,Part-Time,3.1,Active
S02040,H005,D0095,Technician,Clinical Support,9,Evening,Full-Time,3.8,Active
S02041,H005,D0095,Doctor,Clinical,9,Night,Part-Time,4.9,Active
S02042,H005,D0095,Nurse,Clinical,18,Morning,Full-Time,4.3,Active
S02043,H005,D0095,Technician,Clinical Support,7,Night,Part-Time,4.1,Active
S02044,H005,D0095,Procurement Officer,Non-Clinical,17,Night,Full-Time,3.8,Active
S02045,H005,D0095,Nurse,Clinical,11,Evening,Part-Time,3.1,Active
S02046,H005,D0095,Administrator,Non-Clinical,8,Morning,Part-Time,3.2,Active
S02047,H005,D0095,Doctor,Clinical,18,Evening,Full-Time,3.7,Active
S02048,H005,D0095,Doctor,Clinical,12,Evening,Part-Time,3.3,Active
S02049,H005,D0095,Maintenance Engineer,Non-Clinical,8,Evening,Full-Time,3.2,Active
S02050,H005,D0095,Nurse,Clinical,13,Morning,Full-Time,3.4,Active
S02051,H005,D0095,Procurement Officer,Non-Clinical,10,Night,Part-Time,3.2,Active
S02052,H005,D0095,Technician,Clinical Support,19,Evening,Part-Time,4.2,Active
S02053,H005,D0095,Doctor,Clinical,6,Evening,Part-Time,3.4,Active
S02054,H005,D0095,Maintenance Engineer,Non-Clinical,18,Night,Part-Time,4.0,Active
S02055,H005,D0095,Nurse,Clinical,9,Morning,Full-Time,4.3,Active
S02056,H005,D0095,Nurse,Clinical,13,Night,Part-Time,3.1,Active
S02057,H005,D0095,Procurement Officer,Non-Clinical,12,Night,Full-Time,4.4,Active
S02058,H005,D0096,Procurement Officer,Non-Clinical,15,Morning,Part-Time,5.0,Active
S02059,H005,D0096,Maintenance Engineer,Non-Clinical,15,Night,Part-Time,3.6,Active
S02060,H005,D0096,Pharmacist,Clinical Support,17,Night,Full-Time,3.6,Active
S02061,H005,D0096,Maintenance Engineer,Non-Clinical,3,Evening,Part-Time,4.5,Active
S02062,H005,D0096,Maintenance Engineer,Non-Clinical,3,Night,Full-Time,3.2,Active
S02063,H005,D0096,Nurse,Clinical,3,Morning,Full-Time,3.2,Active
S02064,H005,D0096,Technician,Clinical Support,18,Evening,Full-Time,4.9,Active
S02065,H005,D0096,Pharmacist,Clinical Support,17,Night,Full-Time,4.0,Active
S02066,H005,D0096,Administrator,Non-Clinical,18,Night,Full-Time,3.8,Active
S02067,H005,D0096,Administrator,Non-Clinical,7,Night,Full-Time,4.4,Active
S02068,H005,D0096,Procurement Officer,Non-Clinical,18,Night,Part-Time,3.5,Active
S02069,H005,D0096,Procurement Officer,Non-Clinical,17,Night,Full-Time,4.2,Active
S02070,H005,D0096,Nurse,Clinical,17,Morning,Full-Time,3.2,Active
S02071,H005,D0096,Maintenance Engineer,Non-Clinical,5,Night,Part-Time,4.9,Active
S02072,H005,D0096,Pharmacist,Clinical Support,16,Evening,Full-Time,3.7,Active
S02073,H005,D0096,Doctor,Clinical,11,Night,Full-Time,4.7,Active
S02074,H005,D0096,Maintenance Engineer,Non-Clinical,4,Evening,Part-Time,4.0,Active
S02075,H005,D0096,Technician,Clinical Support,7,Morning,Part-Time,3.4,Active
S02076,H005,D0096,Technician,Clinical Support,17,Morning,Part-Time,4.8,Active
S02077,H005,D0096,Maintenance Engineer,Non-Clinical,16,Morning,Part-Time,3.0,Active
S02078,H005,D0096,Pharmacist,Clinical Support,11,Evening,Part-Time,3.2,Active
S02079,H005,D0096,Technician,Clinical Support,6,Evening,Part-Time,3.0,Active
S02080,H005,D0096,Pharmacist,Clinical Support,16,Morning,Full-Time,4.1,Active
S02081,H005,D0096,Nurse,Clinical,14,Morning,Part-Time,3.0,Active
S02082,H005,D0096,Maintenance Engineer,Non-Clinical,9,Morning,Part-Time,3.8,Active
S02083,H005,D0097,Technician,Clinical Support,14,Morning,Part-Time,3.2,Active
S02084,H005,D0097,Pharmacist,Clinical Support,15,Morning,Full-Time,3.7,Active
S02085,H005,D0097,Pharmacist,Clinical Support,1,Evening,Full-Time,3.2,Active
S02086,H005,D0097,Technician,Clinical Support,2,Morning,Part-Time,3.8,Active
S02087,H005,D0097,Technician,Clinical Support,2,Morning,Full-Time,4.9,Active
S02088,H005,D0097,Procurement Officer,Non-Clinical,9,Morning,Part-Time,4.0,Active
S02089,H005,D0097,Pharmacist,Clinical Support,5,Evening,Part-Time,4.0,Active
S02090,H005,D0097,Procurement Officer,Non-Clinical,13,Morning,Full-Time,4.9,Active
S02091,H005,D0097,Maintenance Engineer,Non-Clinical,1,Morning,Full-Time,3.7,Active
S02092,H005,D0097,Doctor,Clinical,8,Morning,Part-Time,3.9,Active
S02093,H005,D0097,Administrator,Non-Clinical,1,Evening,Part-Time,3.6,Active
S02094,H005,D0097,Pharmacist,Clinical Support,3,Evening,Full-Time,4.2,Active
S02095,H005,D0097,Procurement Officer,Non-Clinical,17,Morning,Full-Time,3.6,Active
S02096,H005,D0097,Doctor,Clinical,9,Night,Full-Time,4.3,Active
S02097,H005,D0097,Pharmacist,Clinical Support,7,Evening,Full-Time,4.4,Active
S02098,H005,D0097,Administrator,Non-Clinical,20,Morning,Full-Time,5.0,Active
S02099,H005,D0097,Administrator,Non-Clinical,5,Morning,Full-Time,3.3,Active
S02100,H005,D0097,Doctor,Clinical,9,Morning,Full-Time,3.9,Active
S02101,H005,D0097,Administrator,Non-Clinical,7,Morning,Full-Time,3.8,Active
S02102,H005,D0097,Administrator,Non-Clinical,10,Night,Full-Time,3.4,Active
S02103,H005,D0097,Pharmacist,Clinical Support,16,Morning,Part-Time,4.3,Active
S02104,H005,D0098,Doctor,Clinical,9,Evening,Part-Time,4.9,Active
S02105,H005,D0098,Procurement Officer,Non-Clinical,14,Morning,Part-Time,4.8,Active
S02106,H005,D0098,Nurse,Clinical,2,Morning,Full-Time,4.3,Active
S02107,H005,D0098,Technician,Clinical Support,7,Evening,Part-Time,3.6,Active
S02108,H005,D0098,Administrator,Non-Clinical,4,Evening,Full-Time,3.5,Active
S02109,H005,D0098,Pharmacist,Clinical Support,12,Evening,Part-Time,3.2,Active
S02110,H005,D0098,Procurement Officer,Non-Clinical,1,Night,Full-Time,3.7,Active
S02111,H005,D0098,Procurement Officer,Non-Clinical,12,Night,Part-Time,3.5,Active
S02112,H005,D0098,Technician,Clinical Support,7,Night,Part-Time,3.2,Active
S02113,H005,D0098,Doctor,Clinical,5,Night,Full-Time,3.1,Active
S02114,H005,D0098,Procurement Officer,Non-Clinical,7,Morning,Part-Time,4.9,Active
S02115,H005,D0098,Doctor,Clinical,18,Night,Part-Time,3.6,Active
S02116,H005,D0098,Pharmacist,Clinical Support,7,Night,Full-Time,3.1,Active
S02117,H005,D0098,Nurse,Clinical,14,Night,Part-Time,4.8,Active
S02118,H005,D0098,Maintenance Engineer,Non-Clinical,18,Evening,Part-Time,3.9,Active
S02119,H005,D0098,Procurement Officer,Non-Clinical,4,Evening,Full-Time,4.0,Active
S02120,H005,D0098,Administrator,Non-Clinical,17,Morning,Full-Time,4.2,Active
S02121,H005,D0098,Procurement Officer,Non-Clinical,5,Evening,Full-Time,4.9,Active
S02122,H005,D0098,Doctor,Clinical,7,Night,Part-Time,4.0,Active
S02123,H005,D0098,Administrator,Non-Clinical,17,Morning,Full-Time,3.9,Active
S02124,H005,D0098,Administrator,Non-Clinical,13,Night,Part-Time,3.8,Active
S02125,H005,D0099,Nurse,Clinical,6,Morning,Full-Time,4.1,Active
S02126,H005,D0099,Administrator,Non-Clinical,1,Night,Part-Time,4.0,Active
S02127,H005,D0099,Procurement Officer,Non-Clinical,17,Evening,Part-Time,4.7,Active
S02128,H005,D0099,Technician,Clinical Support,9,Night,Full-Time,3.3,Active
S02129,H005,D0099,Doctor,Clinical,18,Morning,Part-Time,3.1,Active
S02130,H005,D0099,Nurse,Clinical,9,Morning,Part-Time,4.7,Active
S02131,H005,D0099,Doctor,Clinical,8,Morning,Full-Time,3.0,Active
S02132,H005,D0099,Technician,Clinical Support,20,Evening,Part-Time,3.2,Active
S02133,H005,D0099,Procurement Officer,Non-Clinical,18,Evening,Full-Time,3.8,Active
S02134,H005,D0099,Administrator,Non-Clinical,10,Evening,Full-Time,4.3,Active
S02135,H005,D0099,Doctor,Clinical,12,Morning,Part-Time,3.4,Active
S02136,H005,D0099,Doctor,Clinical,18,Night,Full-Time,4.4,Active
S02137,H005,D0099,Procurement Officer,Non-Clinical,13,Night,Part-Time,4.7,Active
S02138,H005,D0099,Procurement Officer,Non-Clinical,20,Night,Full-Time,4.6,Active
S02139,H005,D0099,Nurse,Clinical,11,Evening,Full-Time,4.2,Active
S02140,H005,D0099,Maintenance Engineer,Non-Clinical,13,Morning,Part-Time,3.5,Active
S02141,H005,D0099,Procurement Officer,Non-Clinical,14,Evening,Full-Time,4.8,Active
S02142,H005,D0099,Doctor,Clinical,16,Morning,Part-Time,3.4,Active
S02143,H005,D0099,Maintenance Engineer,Non-Clinical,6,Morning,Part-Time,4.9,Active
S02144,H005,D0099,Nurse,Clinical,10,Morning,Part-Time,3.3,Active
S02145,H005,D0100,Maintenance Engineer,Non-Clinical,13,Night,Full-Time,3.1,Active
S02146,H005,D0100,Doctor,Clinical,14,Morning,Part-Time,4.8,Active
S02147,H005,D0100,Pharmacist,Clinical Support,4,Night,Full-Time,4.5,Active
S02148,H005,D0100,Maintenance Engineer,Non-Clinical,1,Night,Full-Time,3.8,Active
S02149,H005,D0100,Doctor,Clinical,4,Morning,Full-Time,3.3,Active
S02150,H005,D0100,Maintenance Engineer,Non-Clinical,3,Evening,Full-Time,4.9,Active
S02151,H005,D0100,Administrator,Non-Clinical,1,Morning,Full-Time,4.1,Active
S02152,H005,D0100,Maintenance Engineer,Non-Clinical,11,Night,Full-Time,3.4,Active
S02153,H005,D0100,Pharmacist,Clinical Support,19,Evening,Full-Time,3.6,Active
S02154,H005,D0100,Pharmacist,Clinical Support,5,Morning,Full-Time,4.1,Active
S02155,H005,D0100,Technician,Clinical Support,18,Morning,Full-Time,4.6,Active
S02156,H005,D0100,Doctor,Clinical,18,Evening,Full-Time,4.0,Active
S02157,H005,D0100,Maintenance Engineer,Non-Clinical,14,Morning,Full-Time,4.8,Active
S02158,H005,D0100,Doctor,Clinical,8,Evening,Part-Time,3.3,Active
S02159,H005,D0100,Procurement Officer,Non-Clinical,10,Morning,Part-Time,4.4,Active
S02160,H005,D0100,Procurement Officer,Non-Clinical,4,Evening,Full-Time,5.0,Active
S02161,H005,D0100,Nurse,Clinical,4,Evening,Part-Time,3.2,Active
